date,POW,POW to POS,POS,OTHER
2019-02-27,0.671093390376831,0.13174301327043736,0.07749637825620007,0.11966721809653161
2019-02-28,0.6701242430784927,0.13196718164747476,0.07779148903280247,0.12011708624123
2019-03-01,0.6690597871912204,0.13117614876490596,0.07912374133414045,0.1206403227097332
2019-03-02,0.6714553898532646,0.1292361622472551,0.07939042526701476,0.1199180226324656
2019-03-03,0.6723814172639482,0.12817787565146044,0.07979299537037983,0.11964771171421161
2019-03-04,0.674444779186444,0.12733638613395024,0.0782389376063868,0.11997989707321902
2019-03-05,0.6682324729990264,0.13059289888672787,0.08273884464922188,0.11843578346502383
2019-03-06,0.668073957025843,0.13088059916066408,0.08296120695621319,0.11808423685727969
2019-03-07,0.6690601957182094,0.13002285168408712,0.08374190294357044,0.1171750496541331
2019-03-08,0.672580888644028,0.12854588489821953,0.08234981586301064,0.11652341059474186
2019-03-09,0.6715096677136226,0.12878266279032782,0.08380051089157818,0.11590715860447137
2019-03-10,0.670552610332982,0.12794471912420177,0.08569111454539845,0.11581155599741778
2019-03-11,0.6705321851339969,0.1268589180170327,0.08615707734793948,0.1164518195010309
2019-03-12,0.6692515551574765,0.1269522028826288,0.08775011059449532,0.11604613136539946
2019-03-13,0.6689959496461799,0.12599456992875355,0.0875362998411879,0.11747318058387864
2019-03-14,0.6701063160608272,0.12588862201288425,0.0874153267348742,0.11658973519141443
2019-03-15,0.66894383172361,0.12768522097155643,0.08769758636982986,0.11567336093500365
2019-03-16,0.6683137011291121,0.12857685614088907,0.0885540117024101,0.1145554310275887
2019-03-17,0.6700412384853227,0.12758722794987767,0.08786279026313598,0.11450874330166365
2019-03-18,0.6704258800619809,0.12681482466530974,0.0884806272175079,0.11427866805520148
2019-03-19,0.6708049588686777,0.12672181430854426,0.08851358433966722,0.11395964248311075
2019-03-20,0.6712669288267461,0.12646885710254663,0.0877911963274437,0.11447301774326357
2019-03-21,0.6724655981540546,0.12503509106589736,0.08849455240808242,0.11400475837196561
2019-03-22,0.6713613484598838,0.12530838751422016,0.08989846771558964,0.11343179631030635
2019-03-23,0.6708896712187045,0.12545032701910885,0.09064924448188509,0.11301075728030159
2019-03-24,0.6709198748252144,0.12487030688509142,0.09197024482370299,0.11223957346599113
2019-03-25,0.6710979321730423,0.12503872964199111,0.09160334821798134,0.11225998996698527
2019-03-26,0.6711945065350552,0.12484615491437001,0.0919303682221035,0.11202897032847135
2019-03-27,0.667371349073668,0.1255656999602611,0.09612690952622124,0.11093604143984961
2019-03-28,0.6680157309478041,0.12503485317491314,0.09631698911072219,0.1106324267665606
2019-03-29,0.6669930602996285,0.12670774417914832,0.09703795508694339,0.10926124043427979
2019-03-30,0.6670053596662713,0.1262542420817797,0.09664289416067354,0.11009750409127547
2019-03-31,0.666966545730786,0.1256868568439142,0.0977063971217011,0.10964020030359872
2019-04-01,0.6672862439020678,0.12490632587206368,0.09814305035227856,0.10966437987358996
2019-04-02,0.6755356466350844,0.12329921556700979,0.09573761816618703,0.10542751963171884
2019-04-03,0.6852364807927863,0.11950221411455358,0.09442523474340897,0.10083607034925111
2019-04-04,0.6873981085519216,0.11919448185763973,0.09396189225797072,0.09944551733246797
2019-04-05,0.6802060053807294,0.12026429094092246,0.09522903876147483,0.10430066491687331
2019-04-06,0.6841053979209469,0.12009332850985037,0.09387133587528594,0.10192993769391671
2019-04-07,0.6837895422876656,0.12262264313413974,0.09301267551094976,0.1005751390672449
2019-04-08,0.6848043638830182,0.12499245939356468,0.0910437368756562,0.09915943984776085
2019-04-09,0.6852615829983382,0.12445444010302385,0.09170082186204709,0.0985831550365909
2019-04-10,0.6866163196620639,0.12281102384224227,0.09262335740585187,0.09794929908984197
2019-04-11,0.6895759368565518,0.12176595614486962,0.09157184592350726,0.09708626107507132
2019-04-12,0.6914775964268598,0.12090952534895966,0.09206320866397424,0.09554966956020632
2019-04-13,0.6914574177884408,0.12075925612121405,0.09231920436500594,0.09546412172533916
2019-04-14,0.6908882513360767,0.12098940815843451,0.09357634451509571,0.0945459959903931
2019-04-15,0.693728365550909,0.11884046056361723,0.09289580106251175,0.09453537282296207
2019-04-16,0.6942064287180687,0.11947535768803869,0.09284807599879882,0.09347013759509377
2019-04-17,0.693346652787882,0.11884152987789191,0.09217091631035916,0.09564090102386695
2019-04-18,0.6895957163558939,0.12195840328467211,0.09366746560832036,0.09477841475111365
2019-04-19,0.6898523977026177,0.12176723783500075,0.09511649941764658,0.09326386504473493
2019-04-20,0.6915602576569124,0.12160296976277836,0.09474829120068202,0.0920884813796272
2019-04-21,0.6949919023874066,0.12055873277136439,0.09286508173784867,0.09158428310338038
2019-04-22,0.6953256104688802,0.12019847416378994,0.09361537567466391,0.09086053969266591
2019-04-23,0.7030837399886944,0.11801987490317323,0.09026974654310677,0.08862663856502552
2019-04-24,0.708579204864767,0.1174101077597867,0.08815338566933377,0.08585730170611251
2019-04-25,0.7105165413121989,0.11503044926085872,0.08813375660236256,0.08631925282457986
2019-04-26,0.7090090444344919,0.11473134448739623,0.08856929834166985,0.08769031273644208
2019-04-27,0.7078348251443187,0.11631239431829206,0.08859656399070648,0.08725621654668268
2019-04-28,0.7083326916522686,0.11560310591649858,0.08858178858989088,0.08748241384134192
2019-04-29,0.7100061230979812,0.11555665914572523,0.08678506972830545,0.08765214802798811
2019-04-30,0.7024597411076163,0.11620634595679771,0.09255723632490975,0.08877667661067619
2019-05-01,0.7059897736538205,0.11476621649410239,0.09206864941257867,0.08717536043949839
2019-05-02,0.7076710387178415,0.1141222910101142,0.09270499267209503,0.08550167759994919
2019-05-03,0.7114566726490993,0.11316353909938444,0.09202983991507649,0.08334994833643976
